"BehaviorSpace results (NetLogo 6.1.1)"
"SIsaR_0.9.4.2TRIALS.nlogo"
"experiments 2 seeds"
"08/26/2020 18:00:43:547 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","50","0","50"
"[run number]","[step]","seed0","seed","cp1cRed","cp1cRedNH","cp1cViolet","cp1cVioletNH","cp1cDead","cp2cRed","cp2cRedNH","cp2cViolet","cp2cVioletNH","cp2cDead","cp3cRed","cp3cRedNH","cp3cViolet","cp3cVioletNH","cp3cDead","cp4cRed","cp4cRedNH","cp4cViolet","cp4cVioletNH","cp4cDead","cumulativeRedCount","cumulativeVioletCount","cumulativeDeadCount","ticks","TinfSch","SinfSch","TinfNotSch","SinfNotSch"
"9","300","264895","266743","5","0","16","0","0","26","0","35","0","0","70","0","182","0","0","77","0","190","0","0","79","190","0","301","0","0","2","3"
"12","59","122228","124576","2","0","5","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","4","5","0","60","0","1","0","1"
"13","111","312333","314204","2","0","6","0","0","12","0","15","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","12","15","0","112","1","0","0","1"
"15","41","324607","326418","1","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","3","0","42","0","0","0","1"
"14","156","130969","132841","57","10","149","4","1","171","52","223","13","3","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","172","226","3","157","0","0","2","2"
"16","155","332002","333790","2","0","7","0","0","7","0","14","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","10","15","0","156","0","0","0","0"
"18","97","349502","351177","7","0","8","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","16","11","0","98","0","0","0","1"
"17","268","161065","163101","41","0","132","0","2","174","0","336","0","6","225","0","450","0","7","227","0","452","0","7","227","452","7","269","0","0","0","4"
"19","216","360324","362075","57","0","127","0","1","191","0","283","0","3","233","0","409","0","4","-1","-1","-1","-1","-1","234","409","4","217","0","0","5","10"
"20","114","213427","215726","2","0","9","0","0","14","0","15","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","14","15","0","115","0","0","0","0"
"21","88","405672","407488","2","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","3","4","0","89","0","0","0","0"
"22","119","225905","228276","41","5","105","2","1","108","10","171","4","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","108","171","1","120","0","0","2","4"
"24","55","245105","247569","2","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","4","4","0","56","1","1","0","1"
"23","135","414993","416780","32","5","110","0","0","99","10","173","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","99","175","0","136","0","0","5","1"
"25","43","252915","254922","3","0","1","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","3","1","0","44","0","0","0","0"
"26","82","436119","437850","7","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","10","8","0","83","0","0","0","0"
"28","24","446069","447790","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","2","0","25","0","0","0","1"
"29","127","450796","452799","5","0","4","0","0","9","0","15","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","10","16","0","128","0","0","0","0"
"30","128","465868","468516","28","0","61","0","0","131","0","182","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","131","183","1","129","0","2","1","5"
"31","83","489478","491331","5","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","10","9","0","84","0","0","0","1"
"27","358","260213","262688","22","16","9","3","0","30","16","25","3","0","90","16","274","3","1","133","16","418","3","1","196","467","2","359","1","0","1","6"
"32","106","499043","500672","7","0","28","0","0","42","0","94","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","42","94","1","107","0","0","0","0"
"33","140","325458","327706","58","13","152","6","1","195","13","349","6","6","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","195","351","6","141","0","0","6","9"
"34","235","513457","516067","8","0","7","0","0","52","24","51","5","2","79","24","163","5","4","-1","-1","-1","-1","-1","81","167","4","236","0","0","2","4"
"36","99","549057","551972","2","0","8","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","10","15","0","100","0","0","0","0"
"35","123","355534","357676","68","21","149","3","0","189","49","258","5","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","190","259","0","124","0","0","7","6"
"37","130","561455","563047","27","20","12","2","0","46","25","30","3","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","46","31","0","131","0","0","0","0"
"39","49","580743","583355","2","0","3","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","3","1","50","0","0","0","0"
"38","229","385213","388760","43","0","115","0","0","177","31","227","5","2","255","31","459","5","3","-1","-1","-1","-1","-1","256","459","3","230","0","0","5","9"
"41","108","437261","439864","6","0","3","0","0","9","0","6","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","9","6","0","109","0","0","0","0"
"42","122","448126","449980","3","0","3","0","0","5","0","13","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","5","13","0","123","1","1","0","1"
"43","99","459658","461432","2","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","4","3","0","100","0","0","0","1"
"40","555","588595","590249","12","0","19","0","1","64","0","100","0","1","124","5","289","4","1","173","37","324","14","2","310","707","5","556","0","0","3","6"
"44","253","468347","470446","71","12","152","4","2","232","23","322","8","5","278","23","454","8","6","-1","-1","-1","-1","-1","279","459","6","254","0","0","4","6"
"46","76","535714","539437","4","0","5","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","6","8","0","77","0","0","1","1"
"47","75","550380","553963","3","0","10","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","4","11","0","76","1","0","0","2"
"48","58","564505","568752","4","0","2","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","4","3","1","59","0","0","0","0"
"45","300","691446","694156","24","0","80","0","1","120","0","177","0","2","179","0","380","0","5","232","0","493","0","6","236","494","6","301","0","0","3","8"
"49","165","576288","578585","7","0","12","0","1","43","0","133","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","48","133","1","166","0","0","3","1"
"51","43","600479","602377","2","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","2","0","44","0","0","0","0"
"50","103","773288","774983","57","5","146","1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","153","225","4","104","0","0","3","3"
"53","340","794158","796445","2","0","5","0","0","10","0","42","0","0","69","0","211","0","1","121","0","345","0","3","148","375","4","341","0","0","0","1"
"52","320","607828","610250","6","0","24","0","0","124","0","150","0","2","283","0","514","0","2","311","0","550","0","2","314","555","3","321","1","1","6","9"
"55","213","674901","677232","11","9","3","0","0","18","10","10","0","1","22","10","13","0","1","-1","-1","-1","-1","-1","23","13","1","214","0","1","1","1"
"54","290","855066","856949","13","0","22","0","1","133","0","189","0","3","241","11","469","2","6","255","16","475","2","6","256","477","6","291","0","1","7","8"
"57","203","911343","914045","38","0","129","0","0","174","0","245","0","3","222","0","366","0","3","-1","-1","-1","-1","-1","222","366","3","204","0","0","2","5"
"58","49","950542","952108","3","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","3","2","0","50","0","0","0","0"
"59","81","956879","958804","2","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","6","6","0","82","0","0","0","1"
"56","263","701635","704452","4","0","5","0","0","159","0","222","0","1","516","30","995","4","10","528","40","1005","7","10","528","1005","10","264","0","0","21","60"
"60","106","965880","967586","27","17","5","1","0","33","17","8","1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","33","8","0","107","0","0","0","0"
"62","24","976886","978513","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","2","0","25","0","0","0","1"
"63","156","981653","983359","51","0","145","0","0","165","0","224","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","169","229","1","157","0","0","4","9"
"61","253","784880","787009","65","12","148","2","0","209","12","462","2","1","279","12","634","2","3","-1","-1","-1","-1","-1","288","639","4","254","0","0","6","12"
"65","79","837321","839281","3","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","4","6","0","80","0","0","0","0"
"64","178","1008854","1010365","33","0","93","0","0","135","0","222","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","137","230","0","179","0","0","2","1"
"67","118","1036871","1039180","7","0","23","0","0","34","0","83","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","34","83","0","119","0","1","2","2"
"68","114","1054510","1057148","28","12","64","3","0","125","12","176","3","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","125","176","1","115","1","1","2","7"
"66","230","846446","848584","51","0","129","0","0","140","0","210","0","0","204","0","405","0","0","-1","-1","-1","-1","-1","207","409","0","231","0","0","6","8"
"70","87","893176","895139","2","0","5","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","6","7","0","88","0","0","0","0"
"71","82","906148","908049","2","0","6","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","7","11","0","83","0","0","0","1"
"69","177","1074113","1075825","6","0","19","0","0","52","0","147","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","53","150","1","178","2","1","1","0"
"73","98","1101962","1103548","6","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","12","8","1","99","0","0","0","1"
"72","287","915316","917646","35","0","64","0","1","97","0","139","0","2","130","0","237","0","2","133","0","243","0","2","134","243","2","288","0","0","3","3"
"75","24","962926","965482","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","1","0","25","0","0","0","0"
"74","219","1114669","1116701","58","11","126","3","1","141","37","191","11","1","168","37","323","11","1","-1","-1","-1","-1","-1","168","323","1","220","0","0","3","2"
"76","141","968388","970424","46","0","129","0","1","175","0","237","0","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","176","239","2","142","0","0","2","8"
"77","196","1155634","1157969","6","0","6","0","0","13","0","26","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","19","44","0","197","0","0","0","0"
"79","101","1185239","1186902","7","0","9","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","18","13","0","102","0","0","1","1"
"78","253","1001094","1003829","5","0","15","0","0","40","0","69","0","1","102","36","189","9","1","-1","-1","-1","-1","-1","111","199","1","254","0","0","0","1"
"80","225","1195723","1197581","8","0","11","0","0","16","0","25","0","0","47","0","171","0","1","-1","-1","-1","-1","-1","47","173","1","226","0","0","1","0"
"81","105","1043381","1045520","1","0","10","0","0","8","0","20","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","8","20","0","106","0","0","0","0"
"82","111","1232368","1234078","5","0","11","0","0","11","0","14","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","11","14","0","112","0","0","0","1"
"83","65","1054378","1056643","11","6","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","18","4","0","66","0","0","0","0"
"84","69","1243366","1244934","2","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","5","3","1","70","2","0","0","1"
"85","104","1062693","1064554","6","0","7","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","12","13","0","105","1","1","1","1"
"86","231","1250672","1252600","5","0","10","0","0","52","0","64","0","0","125","0","219","0","1","-1","-1","-1","-1","-1","126","224","1","232","0","0","1","4"
"88","149","1292142","1293893","7","0","9","0","0","18","0","28","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","19","30","0","150","1","0","0","1"
"87","302","1073636","1075604","32","12","50","1","1","98","12","208","1","2","142","12","369","1","3","175","12","501","1","3","178","504","4","303","0","0","4","7"
"89","125","1311134","1312662","30","26","15","9","0","37","26","37","9","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","38","37","0","126","0","1","1","1"
"90","116","1138219","1141133","2","0","3","0","0","8","0","10","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","8","10","0","117","0","0","0","0"
"91","64","1328935","1330545","5","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","6","5","0","65","0","0","0","0"
"92","53","1151249","1153473","3","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","3","2","0","54","0","0","0","0"
"93","110","1337086","1339078","31","0","107","0","0","87","0","170","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","87","170","0","111","0","0","0","5"
"95","44","1359251","1362819","3","0","1","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","3","1","0","45","0","0","0","0"
"96","62","1370785","1375040","1","0","2","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","3","1","63","0","0","0","0"
"97","320","1385171","1388039","27","0","61","0","1","101","0","267","0","4","139","0","343","0","4","193","0","507","0","4","209","516","4","321","0","0","3","4"
"94","536","1160648","1162826","5","0","4","0","0","36","0","110","0","0","79","15","148","4","0","118","15","269","4","0","256","592","6","537","0","1","6","5"
"99","99","1274560","1277493","2","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","6","7","0","100","0","2","0","1"
"98","379","1454963","1456673","79","14","155","6","1","258","31","320","10","6","354","31","583","10","10","397","31","669","10","10","418","702","11","380","0","0","10","17"
"101","96","1543651","1545558","4","0","7","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","8","15","0","97","1","1","0","1"
"100","300","1286983","1288891","39","13","15","6","1","216","42","244","20","5","511","42","789","20","8","554","60","830","22","8","557","830","9","301","0","0","14","36"
"102","100","1557265","1559855","7","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","14","10","0","101","0","0","0","0"
"103","319","1382520","1385724","20","13","12","4","0","27","13","26","4","0","45","13","136","4","1","85","13","282","4","1","112","318","2","320","0","0","1","0"
"105","43","1442720","1445242","4","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","4","2","0","44","0","0","0","0"
"104","410","1572125","1574629","9","0","8","0","0","56","0","135","0","0","127","0","354","0","1","322","0","711","0","4","426","777","6","411","0","0","2","15"
"107","48","1684063","1686991","3","0","1","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","3","1","0","49","0","0","0","0"
"108","151","1695673","1698232","11","0","3","0","0","17","0","9","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","18","10","0","152","0","0","0","0"
"109","74","1716954","1719215","8","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","10","7","0","75","0","0","0","0"
"106","465","1452466","1454396","31","28","10","5","0","47","31","23","5","1","55","31","31","5","1","61","31","50","5","1","139","198","3","466","0","0","3","3"
"110","239","1726335","1728047","9","0","18","0","0","62","0","133","0","2","73","0","141","0","2","-1","-1","-1","-1","-1","73","142","2","240","0","0","1","5"
"112","33","1765183","1767014","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","3","0","34","1","0","0","1"
"111","438","1546201","1548094","13","8","14","4","0","35","8","55","5","1","53","8","149","5","1","68","8","199","5","1","176","464","1","439","0","0","2","4"
"114","253","1623286","1625593","7","0","10","0","0","27","0","72","0","0","75","0","149","0","0","-1","-1","-1","-1","-1","77","151","0","254","0","0","3","2"
"113","406","1771299","1773277","56","10","140","4","0","162","11","228","4","2","200","11","365","4","2","294","50","559","18","4","322","630","4","407","0","0","4","7"
"115","158","1654351","1656188","12","8","13","5","0","26","8","40","5","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","26","47","1","159","0","0","0","2"
"117","118","1669923","1671623","4","0","16","0","0","26","0","50","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","26","50","1","119","0","0","0","0"
"118","227","1681215","1682874","26","11","40","0","0","111","11","198","0","2","115","11","200","0","2","-1","-1","-1","-1","-1","116","200","2","228","0","0","4","2"
"119","39","1709561","1711558","3","0","1","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","3","1","0","40","0","0","1","0"
"120","70","1715287","1717131","16","13","6","4","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","18","8","0","71","0","0","0","0"
"116","395","1846395","1847974","60","13","137","1","0","224","32","293","4","4","303","42","547","8","4","347","42","647","8","5","359","666","6","396","0","0","4","4"
"122","102","1910089","1911613","13","10","8","4","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","18","19","0","103","1","0","1","1"
"121","265","1722791","1724559","55","12","129","1","2","206","15","235","1","6","273","19","383","1","7","299","34","393","8","9","299","393","9","266","0","0","2","8"
"123","172","1919347","1920857","109","26","273","6","1","344","29","546","6","4","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","349","560","4","173","0","0","6","8"
"125","136","1954624","1956326","32","21","14","2","0","42","21","36","2","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","44","36","0","137","0","0","1","0"
"126","69","1970578","1972094","3","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","4","5","0","70","0","0","0","1"
"124","237","1765588","1767426","30","15","66","2","0","81","15","131","2","0","136","15","283","2","0","-1","-1","-1","-1","-1","139","285","0","238","0","0","1","1"
"127","41","1977427","1979177","4","0","1","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","4","1","0","42","0","0","0","0"
"128","363","1800909","1802726","45","11","131","0","1","199","15","395","0","5","269","15","617","0","5","312","15","695","0","5","317","705","5","364","0","2","5","9"
"129","333","1983164","1984623","31","0","59","0","0","186","1","301","0","1","381","49","659","11","3","413","49","715","11","4","419","734","4","334","0","0","2","14"
"131","55","2043334","2044785","4","0","1","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","4","2","0","56","0","0","0","0"
"132","45","2049949","2051491","4","0","1","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","4","1","0","46","0","0","0","0"
"133","136","2055837","2057358","22","0","39","0","0","91","0","121","0","3","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","92","122","3","137","0","0","1","1"
"134","77","2072585","2074130","3","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","4","5","0","78","0","0","0","0"
"130","306","1860002","1861805","62","0","141","0","1","144","0","231","0","2","249","0","527","0","2","284","0","611","0","2","291","623","2","307","0","0","6","12"
"136","14","1911218","1912939","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","0","15","0","0","0","0"
"137","192","1914530","1916275","55","0","124","0","1","331","51","394","15","5","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","351","411","5","193","0","0","1","9"
"138","72","1949646","1951363","1","0","7","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","10","0","73","0","0","0","0"
"135","523","2079614","2081121","9","0","4","0","1","18","0","15","0","1","51","0","146","0","1","129","0","315","0","2","333","559","7","524","0","0","2","5"
"139","230","1956555","1958297","120","20","281","9","0","414","74","503","19","4","458","74","593","19","6","-1","-1","-1","-1","-1","459","593","6","231","0","0","5","16"
"140","252","2151695","2153208","66","9","153","1","1","211","9","379","1","7","276","9","526","1","7","-1","-1","-1","-1","-1","276","532","7","253","0","0","5","7"
"141","101","2005399","2007422","36","10","109","3","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","89","150","3","102","0","0","0","2"
"142","96","2195748","2197319","14","9","10","3","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","29","16","0","97","1","1","0","1"
"143","73","2020962","2023200","5","0","10","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","11","16","0","74","0","0","1","1"
"144","63","2206404","2207987","3","0","1","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","5","1","0","64","0","1","0","1"
"146","78","2213109","2214838","2","0","5","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","3","7","0","79","0","1","0","1"
"147","71","2221078","2222894","5","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","5","8","0","72","0","0","0","0"
"145","175","2029304","2031245","6","0","8","0","0","42","0","150","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","45","163","0","176","0","0","0","0"
"149","69","2053098","2054935","1","0","6","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","10","0","70","0","0","0","1"
"150","120","2061721","2063668","5","0","12","0","0","9","0","23","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","9","23","0","121","0","0","0","3"
"148","346","2228825","2230596","6","0","6","0","0","27","0","27","0","1","77","0","180","0","3","102","0","292","0","4","114","313","4","347","0","0","2","4"
"151","405","2072911","2074913","3","0","10","0","0","27","0","59","0","0","101","1","346","0","1","155","10","450","6","2","194","526","2","406","0","0","2","7"
"152","255","2276463","2277971","87","14","252","3","0","212","14","379","3","3","273","14","620","3","3","-1","-1","-1","-1","-1","279","625","3","256","0","0","5","5"
"153","111","2131698","2133410","50","0","145","0","0","139","0","209","0","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","139","209","2","112","0","0","4","2"
"154","105","2320806","2322270","22","19","14","3","0","32","19","24","3","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","32","24","1","106","0","0","0","0"
"156","104","2330218","2331707","9","0","7","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","17","13","0","105","0","0","1","0"
"155","171","2147463","2149313","4","0","6","0","0","13","0","18","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","14","21","0","172","0","0","0","1"
"157","110","2339003","2340498","15","14","11","5","0","45","34","22","9","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","45","22","0","111","0","0","0","1"
"158","117","2163179","2164963","6","0","18","0","0","17","0","37","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","17","37","0","118","0","0","1","0"
"159","97","2349369","2350907","31","17","21","2","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","57","46","0","98","0","0","0","1"
"161","20","2359511","2360995","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","0","21","0","0","0","0"
"160","77","2174001","2175659","16","11","8","1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","22","12","0","78","0","0","1","0"
"163","62","2181706","2183496","3","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","3","4","0","63","0","0","0","0"
"164","92","2188526","2190330","4","0","10","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","7","14","0","93","0","0","1","0"
"165","71","2196897","2198659","4","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","6","3","0","72","0","0","0","0"
"162","271","2363270","2364812","39","9","135","3","0","110","30","190","6","0","153","30","327","6","0","158","30","342","6","0","158","342","0","272","0","0","1","3"
"167","100","2399906","2401444","12","11","5","2","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","15","14","0","101","0","0","0","1"
"168","58","2408295","2409790","2","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","3","0","59","0","1","1","0"
