"BehaviorSpace results (NetLogo 6.1.1)"
"SIsaR_0.9.4.2TRIALS.nlogo"
"experiments 2 seeds"
"08/27/2020 09:21:07:468 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","50","0","50"
"[run number]","[step]","seed0","seed","cp1cRed","cp1cRedNH","cp1cViolet","cp1cVioletNH","cp1cDead","cp2cRed","cp2cRedNH","cp2cViolet","cp2cVioletNH","cp2cDead","cp3cRed","cp3cRedNH","cp3cViolet","cp3cVioletNH","cp3cDead","cp4cRed","cp4cRedNH","cp4cViolet","cp4cVioletNH","cp4cDead","cumulativeRedCount","cumulativeVioletCount","cumulativeDeadCount","ticks","TinfSch","SinfSch","TinfNotSch","SinfNotSch"
"64","70","663469","664523","18","16","6","2","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","20","12","0","71","0","0","0","0"
"65","88","668607","669848","4","0","5","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","12","13","0","89","0","1","0","1"
"66","33","674357","675402","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","4","0","0","34","0","0","0","0"
"63","238","33459071","33460163","59","0","127","0","1","203","29","448","4","2","282","29","632","4","3","-1","-1","-1","-1","-1","284","633","3","239","0","0","2","2"
"67","121","677693","678788","18","15","5","4","0","22","16","11","4","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","23","11","1","122","0","0","0","1"
"68","237","33489290","33490386","14","0","58","0","0","88","0","183","0","3","135","0","318","0","4","-1","-1","-1","-1","-1","137","321","4","238","0","0","3","2"
"69","362","685031","686086","3","0","3","0","1","14","0","92","0","1","76","0","289","0","1","148","0","533","0","2","185","583","4","363","0","0","2","4"
"71","172","722974","724132","14","12","2","1","0","47","42","10","5","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","48","12","1","173","0","0","0","1"
"70","380","33512119","33513201","7","5","9","0","0","33","15","41","2","1","88","15","247","2","1","160","27","314","6","1","169","329","1","381","0","1","0","2"
"72","134","735054","736164","20","19","17","4","0","41","27","37","6","3","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","42","38","3","135","3","2","1","2"
"74","131","745044","746425","6","5","5","2","0","14","9","9","3","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","15","10","0","132","0","0","0","0"
"73","129","33547920","33549021","95","0","215","0","1","248","0","379","0","3","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","251","382","3","130","0","0","7","10"
"75","151","757422","758461","3","0","20","0","0","42","0","159","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","47","163","1","152","0","0","0","1"
"77","215","775642","777059","5","0","7","0","0","18","0","79","0","0","53","0","166","0","0","-1","-1","-1","-1","-1","53","166","0","216","0","0","3","0"
"76","418","33571502","33572730","22","0","55","0","0","155","12","379","6","1","231","21","516","8","2","250","21","548","8","3","311","723","4","419","0","1","4","13"
"79","112","33635234","33636383","3","0","12","0","0","7","0","19","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","7","19","0","113","0","0","0","0"
"78","317","794699","796018","3","0","3","0","0","8","0","81","0","0","90","0","308","0","1","110","0","332","0","1","116","337","1","318","0","0","2","3"
"80","204","33642312","33643876","24","22","8","6","0","33","22","86","7","0","70","22","161","7","2","-1","-1","-1","-1","-1","70","161","2","205","0","0","2","3"
"81","175","831922","833503","56","20","154","7","1","206","42","529","12","5","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","226","553","6","176","0","0","3","6"
"82","242","33662045","33663198","11","8","18","6","0","19","8","30","6","0","62","8","157","6","0","-1","-1","-1","-1","-1","66","158","0","243","0","0","1","3"
"83","187","858936","860041","30","0","103","0","0","150","0","320","0","3","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","175","331","3","188","0","0","2","3"
"85","108","881123","882825","18","14","17","8","0","48","31","35","12","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","48","35","0","109","1","4","0","2"
"86","22","891323","892497","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","2","0","23","0","0","0","1"
"87","49","894427","895770","1","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","2","0","50","0","0","0","0"
"88","24","901257","902510","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","0","25","0","0","0","0"
"84","230","33683593","33684654","19","0","29","0","0","267","0","494","0","3","411","0","645","0","5","-1","-1","-1","-1","-1","418","648","5","231","0","0","6","25"
"89","177","904302","905583","35","8","110","0","0","108","12","310","1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","137","369","0","178","0","0","4","5"
"90","209","33726496","33727875","18","8","19","2","0","156","12","406","4","3","233","12","483","4","4","-1","-1","-1","-1","-1","233","483","4","210","0","0","2","5"
"91","477","927521","928601","3","0","3","0","0","10","0","13","0","0","45","0","167","0","0","184","0","571","0","3","418","807","8","478","8","10","3","9"
"92","359","33754430","33755803","13","11","10","5","0","31","11","75","5","1","229","11","511","5","3","351","11","680","5","5","388","740","5","360","0","1","3","14"
"93","71","990288","991808","9","8","6","4","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","10","10","0","72","0","0","0","1"
"94","100","33805930","33807208","14","0","6","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","22","16","1","101","0","0","0","0"
"95","320","995952","997007","6","0","7","0","0","62","0","325","0","0","114","0","436","0","1","141","0","530","0","1","146","538","1","321","0","0","3","2"
"97","177","1035701","1036869","17","0","26","0","0","76","21","113","8","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","86","125","0","178","0","0","0","0"
"96","509","33812559","33813813","6","0","8","0","0","8","0","15","0","0","24","0","90","0","0","102","2","246","0","1","340","739","5","510","4","6","5","7"
"98","395","1051755","1052918","1","0","6","0","0","3","0","33","0","0","92","0","298","0","1","134","0","329","0","1","144","349","1","396","1","4","1","10"
"100","166","1089809","1091097","30","5","79","2","0","89","12","194","3","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","90","199","2","167","0","0","3","3"
"99","290","33875784","33877066","97","10","251","2","1","337","10","626","2","6","389","10","796","2","6","396","10","811","2","6","398","811","6","291","0","0","8","11"
"102","203","33919549","33920748","2","0","4","0","0","5","0","37","0","0","27","0","152","0","1","-1","-1","-1","-1","-1","27","152","1","204","1","0","0","2"
"101","240","1107981","1109202","5","0","2","0","0","34","0","119","0","0","65","14","141","3","0","-1","-1","-1","-1","-1","68","144","1","241","0","0","0","0"
"103","253","33937347","33938558","6","0","11","0","0","15","0","26","0","0","32","0","73","0","0","-1","-1","-1","-1","-1","38","82","0","254","0","0","0","6"
"105","62","33957738","33958989","10","8","4","2","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","10","6","0","63","0","0","0","0"
"104","311","1128921","1129968","21","17","11","5","0","26","18","38","6","0","86","27","184","7","2","115","27","314","7","2","123","320","2","312","0","1","0","4"
"106","148","33963005","33964255","52","0","125","0","1","175","19","317","3","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","207","333","4","149","0","0","3","5"
"107","171","1159341","1160385","147","36","289","9","1","320","52","501","15","6","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","328","512","6","172","0","0","3","9"
"109","104","1184695","1185815","10","0","10","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","14","22","0","105","0","0","0","1"
"108","325","33981887","33983030","53","0","120","0","2","145","0","242","0","4","206","0","463","0","7","209","0","471","0","8","209","475","8","326","0","0","6","4"
"110","347","1191296","1192423","5","0","4","0","0","15","0","53","0","0","74","0","169","0","2","88","0","259","0","2","103","286","3","348","0","0","0","1"
"111","236","34016291","34017419","35","0","116","0","1","125","0","333","0","2","190","0","439","0","2","-1","-1","-1","-1","-1","191","442","2","237","0","0","1","6"
"113","119","34042542","34044525","15","0","19","0","0","40","0","100","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","40","100","0","120","0","0","0","1"
"112","264","1222326","1223388","3","0","4","0","0","33","0","164","0","0","88","0","322","0","1","89","0","327","0","1","89","327","1","265","0","1","3","4"
"115","50","1249259","1250364","4","0","1","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","4","1","0","51","0","0","0","1"
"116","89","1253552","1254665","6","0","9","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","8","14","0","90","0","0","0","0"
"117","25","1259593","1260657","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","26","0","0","0","0"
"114","199","34053497","34054650","55","16","137","2","0","200","17","522","2","2","258","27","598","5","4","-1","-1","-1","-1","-1","258","598","4","200","0","0","3","3"
"119","90","34079916","34081002","16","14","13","6","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","32","27","2","91","1","0","0","1"
"118","218","1262598","1263666","16","0","30","0","0","73","0","194","0","2","99","0","236","0","2","-1","-1","-1","-1","-1","99","236","2","219","0","0","2","3"
"121","23","1282810","1283894","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","2","0","24","0","0","1","0"
"122","129","1285709","1286812","15","12","4","1","0","36","28","20","6","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","36","21","1","130","0","0","0","1"
"123","104","1294693","1295771","2","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","4","10","0","105","0","0","0","0"
"120","206","34086196","34087327","55","14","42","5","1","513","20","879","5","9","559","32","986","8","11","-1","-1","-1","-1","-1","559","986","11","207","0","0","22","34"
"124","178","1301231","1302343","4","0","19","0","0","53","0","155","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","58","162","0","179","0","0","1","3"
"125","79","34125928","34127076","5","0","7","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","7","9","0","80","1","0","1","0"
"126","86","1316661","1317763","2","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","6","0","87","0","0","0","0"
"127","100","34131396","34132504","5","0","8","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","13","15","0","101","0","0","0","0"
"129","64","34137470","34138587","2","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","3","0","65","0","1","0","1"
"130","62","34142193","34143278","11","10","9","5","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","12","9","0","63","0","0","0","0"
"131","73","34147080","34148212","10","10","5","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","11","6","0","74","0","0","0","1"
"128","227","1322248","1323289","13","0","13","0","0","77","0","185","0","1","89","0","197","0","1","-1","-1","-1","-1","-1","89","198","1","228","0","0","0","2"
"132","74","34152418","34153513","1","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","4","0","75","0","1","0","1"
"134","133","34157363","34158448","5","0","7","0","0","28","0","122","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","29","123","0","134","0","0","0","2"
"133","167","1342359","1343436","43","0","149","0","3","130","0","465","0","6","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","160","491","6","168","0","0","3","8"
"136","91","1365040","1366167","23","16","8","6","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","27","14","0","92","0","0","0","1"
"135","225","34168545","34169699","45","0","146","0","0","208","0","589","0","2","271","0","672","0","3","-1","-1","-1","-1","-1","271","673","3","226","0","0","1","6"
"137","227","1371307","1372598","21","17","17","2","1","43","17","240","2","1","94","17","330","2","3","-1","-1","-1","-1","-1","95","330","3","228","0","0","4","2"
"138","223","34203379","34204742","22","10","60","2","1","50","10","104","2","2","95","10","238","2","3","-1","-1","-1","-1","-1","97","238","3","224","1","0","0","5"
"140","232","34227736","34229138","12","0","61","0","0","78","0","260","0","1","161","0","450","0","2","-1","-1","-1","-1","-1","164","452","2","233","0","0","4","6"
"139","376","1398764","1400302","77","17","151","4","0","203","17","388","4","3","286","17","657","4","4","306","17","675","4","4","315","679","4","377","0","1","3","8"
"141","153","34255419","34256592","9","0","6","0","0","20","0","12","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","21","14","0","154","0","0","1","0"
"143","62","34266171","34267287","5","0","1","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","6","1","0","63","0","0","0","0"
"142","181","1447604","1448761","10","0","18","0","0","77","30","229","4","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","104","250","2","182","0","0","0","3"
"144","207","34270973","34272653","3","0","6","0","0","10","0","32","0","0","45","0","140","0","0","-1","-1","-1","-1","-1","45","140","0","208","0","0","0","3"
"146","195","34288517","34289775","8","0","7","0","0","16","0","27","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","26","67","1","196","0","0","0","0"
"147","82","34306680","34308072","8","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","11","5","0","83","0","0","0","0"
"145","359","1465623","1466706","6","0","9","0","0","21","0","70","0","0","120","0","358","0","1","165","0","491","0","3","177","508","3","360","0","4","3","4"
"148","151","34313543","34314720","2","0","6","0","0","41","11","154","4","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","46","157","1","152","0","0","0","1"
"150","85","34326134","34327244","1","0","5","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","6","0","86","0","0","0","0"
"149","312","1509045","1510104","32","0","88","0","0","256","0","604","0","1","349","0","729","0","3","364","0","744","0","5","367","746","5","313","0","0","6","13"
"152","178","1551489","1552536","44","0","152","0","0","145","0","365","0","3","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","150","377","3","179","0","0","0","8"
"151","406","34331711","34332771","16","0","51","0","0","88","0","251","0","1","386","44","719","15","8","444","57","795","20","9","472","838","10","407","1","0","14","18"
"154","133","34385285","34386527","18","0","18","0","0","54","0","85","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","54","86","0","134","0","0","0","2"
"153","176","1571129","1572255","24","5","19","2","0","81","9","117","4","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","87","133","0","177","0","0","0","6"
"155","31","34396347","34397421","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","4","0","32","0","1","0","1"
"157","229","34399797","34400912","3","0","15","0","0","79","28","175","8","0","138","28","333","8","1","-1","-1","-1","-1","-1","141","336","1","230","0","0","0","2"
"156","275","1586726","1587834","71","20","126","4","0","283","20","531","4","4","382","43","694","11","6","400","43","774","11","6","400","774","6","276","0","0","9","16"
"158","300","34424363","34425530","46","0","134","0","1","140","0","404","0","4","172","0","491","0","4","203","0","546","0","5","205","548","5","301","0","0","0","3"
"159","300","1626457","1627588","20","15","15","3","0","36","16","81","3","0","145","16","366","3","1","194","16","452","3","2","200","461","2","301","0","4","5","3"
"161","67","1662511","1663688","1","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","4","0","68","0","0","0","1"
"160","160","34459161","34460273","42","0","142","0","0","159","0","351","0","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","166","355","3","161","0","0","1","4"
"162","105","1668223","1669386","16","13","9","3","0","21","13","14","3","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","21","14","0","106","0","0","0","0"
"164","272","1676118","1677349","7","0","14","0","0","103","0","180","0","5","121","0","200","0","5","121","0","204","0","5","121","204","5","273","0","0","0","0"
"163","340","34482804","34483919","49","0","134","0","0","194","0","442","0","4","258","0","601","0","7","326","0","740","0","9","340","754","10","341","2","3","6","15"
"165","150","1703838","1704959","79","27","143","2","0","232","32","483","5","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","236","487","2","151","0","0","1","4"
"167","78","1726450","1727516","4","0","12","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","9","12","0","79","0","0","0","0"
"166","159","34529677","34530868","5","0","6","0","0","36","0","143","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","49","169","0","160","1","1","2","1"
"168","14","1731996","1733086","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","2","0","15","0","0","1","0"
"170","117","1734404","1735662","16","7","6","1","0","21","8","15","1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","21","15","0","118","0","0","0","0"
