"BehaviorSpace results (NetLogo 6.1.2-beta2)"
"SIsaR_0.9.5.2TRIALS_wave1.nlogo"
"experiments 2 seeds"
"12/08/2020 16:41:19:623 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","50","0","50"
"[run number]","run#","[step]","seed0","seed","cp1cRed","cp1cRedNH","cp1cViolet","cp1cVioletNH","cp1cDead","cp2cRed","cp2cRedNH","cp2cViolet","cp2cVioletNH","cp2cDead","cp3cRed","cp3cRedNH","cp3cViolet","cp3cVioletNH","cp3cDead","cp4cRed","cp4cRedNH","cp4cViolet","cp4cVioletNH","cp4cDead","cp5cRed","cp5cRedNH","cp5cViolet","cp5cVioletNH","cp5cDead","cp6cRed","cp6cRedNH","cp6cViolet","cp6cVioletNH","cp6cDead","cumulativeRedCount","cumulativeVioletCount","cumulativeDeadCount","ticks","TinfSch","SinfSch","TinfNotSch","SinfNotSch"
"56","56","269","123456","37720664","0","0","9","0","0","71","0","232","0","1","198","0","512","0","9","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","199","516","9","270","0","0","1","4"
"59","59","90","123456","93457441","1","0","5","1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","19","15","0","91","0","0","0","0"
"60","60","137","123456","51362207","24","22","13","9","0","97","68","45","18","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","98","45","2","138","0","0","0","0"
"58","58","290","123456","46454836","5","3","3","0","0","76","17","166","5","1","326","73","594","13","4","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","334","602","6","291","0","0","5","3"
"62","62","287","123456","83776229","0","0","4","0","0","52","0","164","0","0","148","0","361","0","0","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","153","370","0","288","0","0","3","4"
"61","61","448","123456","73249460","4","0","7","0","0","11","0","18","0","0","75","0","208","0","0","265","0","670","0","4","0","0","0","0","0","0","0","0","0","0","295","707","5","449","0","2","3","7"
"63","63","64","123456","91022468","0","0","6","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","4","9","0","65","0","0","0","0"
"64","64","94","123456","56959154","3","0","5","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","31","32","1","95","0","0","0","0"
"65","65","324","123456","54766922","0","0","5","0","0","52","0","142","0","1","193","0","492","0","2","206","0","502","0","3","0","0","0","0","0","0","0","0","0","0","206","502","3","325","0","0","2","5"
"67","67","49","123456","56583756","1","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","2","4","0","50","0","0","0","0"
"66","66","419","123456","45241196","0","0","4","0","0","8","0","16","0","0","128","24","256","4","1","283","40","586","10","1","0","0","0","0","0","0","0","0","0","0","289","593","1","420","0","0","3","2"
"68","68","109","123456","94611420","18","16","6","1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","63","30","2","110","0","0","1","0"
"70","70","75","123456","71551615","2","0","6","1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","20","13","0","76","0","0","0","0"
"69","69","108","123456","62941907","16","10","8","5","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","46","54","1","109","0","0","0","2"
"72","72","90","123456","45965243","1","0","6","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","7","9","0","91","0","0","0","0"
"71","71","103","123456","51313506","1","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","5","12","0","104","0","0","0","1"
"73","73","73","123456","85741840","0","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","1","8","0","74","0","0","0","0"
"74","74","67","123456","18615886","1","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","1","8","0","68","0","0","0","0"
"75","75","180","123456","6539537","2","0","3","0","0","26","16","11","2","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","32","14","0","181","0","0","1","1"
"77","77","253","123456","68797777","2","0","5","0","0","12","0","15","0","0","74","0","164","0","0","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","75","167","0","254","0","0","1","0"
"76","76","330","123456","33534682","4","0","6","0","0","31","0","70","0","0","210","28","489","6","2","248","32","529","7","3","0","0","0","0","0","0","0","0","0","0","248","529","3","331","1","1","2","8"
"78","78","92","123456","98331538","27","23","11","8","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","45","25","1","93","0","0","0","0"
"80","80","76","123456","33962389","0","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","3","8","0","77","0","0","0","0"
"79","79","155","123456","97888160","2","1","7","0","0","15","8","22","8","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","16","23","1","156","0","0","0","0"
"82","82","129","123456","8300889","4","0","10","0","0","125","57","116","13","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","125","116","2","130","0","0","3","2"
"81","81","445","123456","56935591","0","0","10","0","0","33","17","37","4","0","110","17","314","4","1","260","32","571","7","2","0","0","0","0","0","0","0","0","0","0","269","593","2","446","0","0","2","5"
"84","84","90","123456","69328332","2","2","5","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","27","19","0","91","0","0","0","0"
"83","83","528","123456","70002627","0","0","5","0","0","31","0","104","0","0","209","0","474","0","3","259","0","557","0","3","0","0","0","0","0","0","0","0","0","0","263","560","3","529","1","0","2","3"
"86","86","103","123456","33246185","3","1","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","37","22","0","104","0","0","0","0"
"85","85","265","123456","11893143","2","0","5","0","0","48","0","152","0","0","194","0","490","0","2","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","195","491","2","266","0","0","6","5"
"88","88","106","123456","81116184","0","0","6","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","6","10","0","107","0","0","0","0"
"89","89","105","123456","77821173","1","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","10","18","0","106","0","0","0","1"
"90","90","93","123456","67179992","18","14","8","3","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","52","22","1","94","0","0","0","0"
"87","87","398","123456","11034741","3","0","8","0","0","56","0","148","0","3","156","0","384","0","3","251","0","587","0","5","0","0","0","0","0","0","0","0","0","0","251","588","5","399","0","1","3","8"
"91","91","267","123456","92194080","3","0","7","0","0","52","0","60","0","1","87","0","189","0","1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","88","195","1","268","0","0","1","2"
"92","92","22","123456","28128229","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","0","2","0","23","0","0","0","0"
"94","94","109","123456","48929869","2","0","7","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","26","18","0","110","0","0","0","0"
"95","95","147","123456","21909336","1","0","6","0","0","58","0","95","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","58","96","1","148","0","0","0","0"
"96","96","38","123456","51271193","1","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","1","2","0","39","0","0","0","0"
"97","97","98","123456","29066408","2","0","5","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","10","11","0","99","0","0","0","0"
"93","93","375","123456","93524388","2","0","5","0","0","49","0","164","0","0","192","0","499","0","1","236","0","605","0","2","0","0","0","0","0","0","0","0","0","0","236","605","3","376","0","0","3","2"
"98","98","112","123456","46395965","1","0","5","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","18","20","0","113","0","0","0","0"
"100","100","39","123456","51036985","2","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","2","4","1","40","0","0","0","0"
"99","99","85","123456","623929","0","0","6","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","23","12","0","86","0","0","0","1"
"101","101","111","123456","60131389","0","0","5","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","38","25","3","112","0","0","0","0"
"102","102","197","123456","17170661","3","0","11","0","0","101","0","190","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","105","193","1","198","0","0","1","1"
"103","103","358","123456","8644467","1","0","3","0","0","21","0","42","0","0","167","0","368","0","0","259","26","529","8","2","0","0","0","0","0","0","0","0","0","0","261","531","2","359","0","1","2","5"
"104","104","374","123456","82832751","3","0","6","1","0","78","18","187","3","2","224","18","554","3","3","263","18","592","3","3","0","0","0","0","0","0","0","0","0","0","264","592","3","375","0","1","2","5"
"106","106","71","123456","60851782","2","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","4","6","0","72","0","0","0","0"
"107","107","91","123456","85281677","2","0","5","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","21","17","1","92","0","0","0","0"
"108","108","121","123456","64280751","12","7","10","2","0","62","16","81","5","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","62","81","1","122","0","0","1","3"
"109","109","84","123456","87971901","15","12","7","3","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","21","22","0","85","0","0","0","0"
"110","110","33","123456","27360128","1","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","1","4","0","34","0","0","0","0"
"105","105","389","123456","65387256","22","21","10","2","1","181","54","208","17","2","300","54","504","17","3","335","54","568","17","3","0","0","0","0","0","0","0","0","0","0","336","570","3","390","0","0","3","3"
"112","112","121","123456","60841783","8","6","9","3","0","39","28","34","11","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","39","34","0","122","0","0","0","1"
"111","111","150","123456","32507229","18","14","7","2","0","94","58","78","12","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","95","78","1","151","0","0","0","2"
"114","114","74","123456","72677105","13","12","5","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","23","10","0","75","0","0","0","0"
"113","113","180","123456","22395202","0","0","4","0","0","57","0","153","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","74","158","1","181","0","0","2","2"
"116","116","84","123456","9507087","12","12","6","3","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","26","17","0","85","0","0","0","0"
"117","117","68","123456","34415381","2","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","4","8","0","69","0","0","0","0"
"118","118","63","123456","940326","1","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","3","3","0","64","0","0","0","0"
"115","115","259","123456","58726965","6","0","7","0","0","131","21","245","8","2","190","23","383","8","2","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","194","384","3","260","0","0","1","4"
"120","120","76","123456","42596895","1","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","3","4","0","77","0","0","0","0"
"121","121","87","123456","30320560","0","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","6","10","1","88","0","0","0","0"
"119","119","313","123456","94931080","1","0","4","0","1","18","0","52","0","1","221","38","499","14","6","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","236","525","7","314","2","0","1","9"
"123","123","104","123456","72317060","3","0","6","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","10","12","0","105","0","0","0","0"
"124","124","85","123456","78808166","3","0","5","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","5","19","0","86","0","0","0","0"
"125","125","74","123456","46098640","0","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","1","5","0","75","0","0","0","0"
"122","122","400","123456","17183651","11","11","6","4","0","35","22","31","9","0","173","22","377","9","1","282","22","595","9","1","0","0","0","0","0","0","0","0","0","0","283","596","1","401","0","1","3","5"
"127","127","22","123456","88284603","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","1","1","0","23","0","0","0","0"
"126","126","118","123456","73824674","0","0","3","0","0","4","0","7","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","4","7","0","119","0","0","0","1"
"129","129","100","123456","90855464","2","0","6","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","8","10","0","101","0","0","0","0"
