"BehaviorSpace results (NetLogo 6.1.2-beta2)"
"SIsaR_0.9.5.1TRIALS_wave1.nlogo"
"experiments 2 seeds"
"12/06/2020 01:34:38:637 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","50","0","50"
"[run number]","run#","[step]","seed0","seed","cp1cRed","cp1cRedNH","cp1cViolet","cp1cVioletNH","cp1cDead","cp2cRed","cp2cRedNH","cp2cViolet","cp2cVioletNH","cp2cDead","cp3cRed","cp3cRedNH","cp3cViolet","cp3cVioletNH","cp3cDead","cp4cRed","cp4cRedNH","cp4cViolet","cp4cVioletNH","cp4cDead","cp5cRed","cp5cRedNH","cp5cViolet","cp5cVioletNH","cp5cDead","cp6cRed","cp6cRedNH","cp6cViolet","cp6cVioletNH","cp6cDead","cumulativeRedCount","cumulativeVioletCount","cumulativeDeadCount","ticks","TinfSch","SinfSch","TinfNotSch","SinfNotSch"
"11","11","100","123456","47190765","5","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","14","16","0","101","0","0","1","2"
"12","12","123","123456","72967329","0","0","2","0","0","7","0","12","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","7","12","0","124","0","0","2","0"
"13","13","94","123456","8964737","1","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","5","5","0","95","0","0","1","0"
"17","17","174","123456","60688251","5","0","5","0","0","35","0","35","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","36","36","0","175","1","1","1","2"
"16","16","293","123456","80162375","2","0","6","0","0","77","0","124","0","2","136","0","278","0","2","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","141","280","2","294","1","0","3","5"
"14","14","287","123456","66116717","2","0","8","0","0","156","0","283","0","1","293","0","574","0","2","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","295","574","2","288","0","1","7","11"
"20","20","116","123456","4965053","4","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","48","40","1","117","0","0","2","1"
"15","15","404","123456","45421485","3","0","4","0","0","32","0","64","0","0","148","0","398","0","1","272","0","606","0","2","0","0","0","0","0","0","0","0","0","0","272","608","2","405","0","2","3","5"
"21","21","116","123456","97632641","2","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","26","26","0","117","0","0","1","2"
"19","19","198","123456","57152599","4","0","5","0","0","115","0","230","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","128","244","0","199","0","0","1","2"
"24","24","116","123456","76719610","4","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","24","17","0","117","0","0","1","0"
"18","18","387","123456","65638743","6","0","10","0","0","86","0","121","0","1","336","34","569","10","3","410","34","673","10","5","0","0","0","0","0","0","0","0","0","0","411","673","5","388","2","1","6","8"
"25","25","109","123456","89099961","3","0","5","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","11","17","1","110","0","0","1","1"
"26","26","82","123456","70006978","6","0","2","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","12","7","1","83","0","0","1","0"
"27","27","90","123456","80836320","5","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","13","5","1","91","0","0","1","0"
"28","28","108","123456","36517817","3","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","15","10","0","109","1","1","1","0"
"30","30","128","123456","10853444","1","0","2","0","0","15","8","11","2","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","15","11","0","129","0","0","1","0"
"23","23","442","123456","61082360","19","15","9","3","0","93","33","74","5","1","183","33","343","5","1","295","33","609","5","5","0","0","0","0","0","0","0","0","0","0","300","621","5","443","0","3","5","7"
"22","22","506","123456","31760938","2","0","5","0","0","8","0","15","0","0","91","0","186","0","1","265","0","539","0","2","0","0","0","0","0","0","0","0","0","0","268","541","2","507","3","5","5","7"
"31","31","226","123456","31640199","8","0","18","0","0","212","0","310","0","4","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","238","354","5","227","0","0","1","3"
"29","29","336","123456","28771309","1","0","3","0","0","34","0","59","0","1","250","20","498","5","5","267","20","521","5","5","0","0","0","0","0","0","0","0","0","0","267","522","5","337","0","0","2","8"
"35","35","102","123456","45030945","22","19","11","5","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","51","31","3","103","0","0","1","0"
"36","36","93","123456","97706487","4","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","6","12","0","94","0","0","1","0"
"32","32","223","123456","60297825","9","0","7","0","0","188","0","452","0","4","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","246","567","6","224","0","0","5","4"
"33","33","365","123456","35785564","6","3","6","0","0","68","21","80","4","1","194","21","386","4","4","297","21","594","4","8","0","0","0","0","0","0","0","0","0","0","297","594","8","366","0","0","2","6"
"34","34","420","123456","56345860","6","0","5","1","0","147","55","149","19","2","195","55","269","19","5","234","55","359","19","5","0","0","0","0","0","0","0","0","0","0","236","360","5","421","1","2","3","5"
"39","39","101","123456","99146328","3","0","6","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","30","18","0","102","0","1","1","0"
"40","40","79","123456","51776405","3","1","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","18","14","0","80","0","0","1","0"
"37","37","389","123456","48484209","6","0","4","0","0","71","21","56","4","0","161","21","227","4","0","249","60","344","14","2","0","0","0","0","0","0","0","0","0","0","249","345","2","390","0","0","4","8"
"42","42","161","123456","59907445","3","0","3","0","0","8","0","16","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","9","20","0","162","0","0","1","1"
"43","43","74","123456","50430491","2","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","5","3","0","75","0","0","1","0"
"44","44","111","123456","83621164","4","0","6","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","23","27","1","112","0","0","1","0"
"45","45","109","123456","62560178","4","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","7","6","0","110","0","0","1","1"
"38","38","514","123456","69806314","3","0","5","0","0","36","0","72","0","0","97","0","241","0","0","290","0","622","0","4","0","0","0","0","0","0","0","0","0","0","293","625","4","515","2","2","6","6"
"47","47","123","123456","5799712","6","0","5","0","0","14","0","17","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","14","17","0","124","1","0","1","2"
"49","49","60","123456","31077160","5","0","5","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","8","8","0","61","1","0","1","0"
"41","41","311","123456","7148707","13","0","21","0","0","175","40","243","6","2","337","40","618","6","4","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","345","634","4","312","0","0","6","6"
"50","50","75","123456","24644960","2","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","5","3","0","76","0","0","1","0"
"51","51","116","123456","97899773","4","1","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","39","27","1","117","0","0","1","0"
"53","53","77","123456","96692942","1","0","6","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","6","10","0","78","0","0","1","1"
"48","48","292","123456","72437350","2","0","15","0","0","222","14","316","5","1","257","14","377","5","2","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","261","385","3","293","1","0","9","2"
"46","46","363","123456","66387614","20","16","11","5","0","102","60","58","14","1","306","60","558","14","4","340","60","611","14","5","0","0","0","0","0","0","0","0","0","0","340","611","5","364","0","2","7","3"
"54","54","224","123456","62260395","3","0","2","0","0","59","0","136","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","98","169","4","225","0","0","1","3"
"57","57","90","123456","9847939","0","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","6","6","0","91","0","0","1","0"
"52","52","382","123456","27181894","9","0","11","0","0","157","47","241","18","4","352","47","658","18","10","367","47","678","18","10","0","0","0","0","0","0","0","0","0","0","368","678","10","383","1","0","5","7"
"55","55","324","123456","43587015","0","0","4","0","0","58","0","70","0","1","75","0","124","0","1","87","0","143","0","1","0","0","0","0","0","0","0","0","0","0","87","143","1","325","0","0","2","1"
"58","58","126","123456","46454836","3","0","5","0","0","41","0","58","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","41","58","1","127","1","0","3","0"
"59","59","49","123456","93457441","2","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","3","3","0","50","0","0","1","1"
"61","61","77","123456","73249460","3","0","5","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","37","14","1","78","2","0","1","0"
"62","62","125","123456","83776229","4","0","8","1","0","64","14","97","5","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","64","97","1","126","0","0","1","1"
"60","60","167","123456","51362207","2","0","4","2","0","47","21","81","4","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","51","82","1","168","0","0","1","1"
"56","56","372","123456","37720664","15","11","9","7","0","49","27","30","11","1","173","27","334","11","3","202","27","377","11","3","0","0","0","0","0","0","0","0","0","0","202","377","3","373","1","0","4","3"
"63","63","149","123456","91022468","4","0","6","0","0","20","0","28","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","23","28","1","150","1","0","1","3"
"66","66","83","123456","45241196","3","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","9","5","0","84","0","0","1","0"
"65","65","152","123456","54766922","5","0","3","0","0","54","0","100","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","54","103","0","153","0","1","2","3"
"68","68","190","123456","94611420","5","0","5","0","0","35","0","81","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","42","93","0","191","1","0","1","2"
"69","69","160","123456","62941907","6","0","8","0","0","64","13","88","6","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","66","93","2","161","0","0","4","2"
"67","67","252","123456","56583756","4","0","11","0","0","165","46","154","8","1","209","47","252","8","1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","209","253","1","253","0","0","3","1"
"71","71","116","123456","51313506","0","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","18","20","0","117","0","0","1","0"
"72","72","91","123456","45965243","1","0","5","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","9","18","0","92","0","0","1","0"
"73","73","117","123456","85741840","1","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","10","10","0","118","0","0","1","0"
"64","64","394","123456","56959154","4","0","5","0","0","46","0","79","0","1","208","36","403","8","3","342","36","668","8","6","0","0","0","0","0","0","0","0","0","0","342","669","6","395","1","1","5","7"
"74","74","125","123456","18615886","17","15","4","1","0","39","18","16","1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","39","16","0","126","0","0","1","1"
"77","77","89","123456","68797777","3","0","5","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","13","14","1","90","1","0","1","0"
"78","78","98","123456","98331538","1","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","9","10","0","99","1","0","1","0"
"70","70","328","123456","71551615","2","0","2","0","0","25","0","44","0","0","191","0","488","0","1","285","0","601","0","1","0","0","0","0","0","0","0","0","0","0","285","601","1","329","0","0","3","4"
"76","76","138","123456","33534682","8","0","9","0","0","216","9","363","1","4","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","216","364","4","139","0","0","5","5"
"80","80","122","123456","33962389","6","0","6","0","0","31","0","23","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","31","23","0","123","1","1","1","0"
"81","81","109","123456","56935591","2","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","7","3","0","110","0","0","1","0"
"83","83","58","123456","70002627","1","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","3","3","0","59","0","0","1","0"
"84","84","147","123456","69328332","20","13","12","6","0","72","34","52","12","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","73","54","0","148","1","0","2","0"
"75","75","490","123456","6539537","4","0","6","0","0","85","0","181","0","0","107","0","226","0","0","345","8","683","3","6","0","0","0","0","0","0","0","0","0","0","347","684","6","491","0","1","5","2"
"79","79","449","123456","97888160","1","0","3","0","0","26","0","25","0","3","88","0","169","0","4","381","25","666","5","7","0","0","0","0","0","0","0","0","0","0","409","692","8","450","1","2","5","2"
"82","82","408","123456","8300889","4","0","4","0","0","97","0","213","0","1","226","0","478","0","3","350","0","675","0","6","0","0","0","0","0","0","0","0","0","0","351","676","6","409","0","0","6","8"
"87","87","99","123456","11034741","5","4","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","36","22","0","100","0","0","1","0"
"85","85","379","123456","11893143","2","0","4","0","0","50","0","58","0","0","123","0","238","0","1","272","0","562","0","1","0","0","0","0","0","0","0","0","0","0","273","562","1","380","2","0","5","6"
"90","90","101","123456","67179992","4","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","42","17","1","102","0","0","1","0"
"88","88","249","123456","81116184","4","0","4","0","0","20","0","29","0","0","49","0","108","0","2","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","49","108","2","250","0","0","1","1"
"86","86","422","123456","33246185","3","0","4","0","0","19","0","38","0","0","172","0","433","0","3","307","0","677","0","6","0","0","0","0","0","0","0","0","0","0","310","680","6","423","0","1","2","5"
"92","92","76","123456","28128229","3","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","7","13","0","77","0","0","1","2"
"89","89","394","123456","77821173","4","0","5","0","0","155","18","334","1","0","245","18","513","1","4","261","18","531","1","5","0","0","0","0","0","0","0","0","0","0","263","531","5","395","0","0","4","9"
"91","91","340","123456","92194080","5","0","6","0","0","69","15","79","4","0","148","15","233","4","3","157","15","248","4","3","0","0","0","0","0","0","0","0","0","0","158","248","3","341","1","0","3","2"
"96","96","96","123456","51271193","2","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","5","14","0","97","0","0","1","1"
"94","94","310","123456","48929869","10","0","10","0","0","186","0","417","0","3","312","0","642","0","4","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","313","650","4","311","0","0","8","5"
"98","98","120","123456","46395965","4","0","7","0","0","54","20","42","5","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","54","42","0","121","1","0","1","2"
"97","97","213","123456","29066408","14","10","7","3","0","81","20","63","5","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","84","70","0","214","0","0","2","0"
"99","99","84","123456","623929","2","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","7","9","0","85","0","0","1","0"
"93","93","535","123456","93524388","10","0","6","0","0","42","0","36","0","1","131","0","192","0","3","280","0","567","0","5","0","0","0","0","0","0","0","0","0","0","290","583","6","536","2","2","6","5"
"100","100","103","123456","51036985","2","0","5","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","81","64","2","104","0","0","1","1"
"102","102","163","123456","17170661","4","0","6","0","0","63","15","58","4","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","65","59","0","164","0","1","2","1"
"95","95","503","123456","21909336","5","0","6","0","0","51","0","86","0","0","112","0","207","0","2","314","0","670","0","3","0","0","0","0","0","0","0","0","0","0","317","672","3","504","2","1","5","4"
"104","104","144","123456","82832751","8","0","6","0","0","53","10","38","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","53","39","1","145","1","0","1","1"
"101","101","293","123456","60131389","2","0","2","0","0","28","0","54","0","1","183","0","356","0","5","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","190","368","5","294","0","0","6","5"
"107","107","83","123456","85281677","3","0","5","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","25","14","0","84","1","1","2","0"
"106","106","207","123456","60851782","3","0","4","0","0","83","0","182","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","91","202","0","208","0","0","2","5"
"105","105","246","123456","65387256","12","10","5","3","0","83","34","121","10","2","107","34","146","10","2","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","108","146","2","247","0","0","1","1"
"103","103","442","123456","8644467","6","1","8","0","0","75","26","82","4","0","200","26","390","4","1","347","35","629","5","3","0","0","0","0","0","0","0","0","0","0","357","640","3","443","2","6","3","5"
"110","110","178","123456","27360128","16","0","24","0","0","187","39","212","14","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","198","221","2","179","1","1","7","5"
"111","111","235","123456","32507229","11","9","7","2","0","49","23","35","7","2","80","23","107","7","2","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","80","107","2","236","0","0","1","1"
"113","113","93","123456","22395202","3","0","6","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","3","11","1","94","0","0","1","0"
"108","108","519","123456","64280751","28","23","6","2","0","66","23","65","2","2","99","23","125","2","2","192","23","314","2","3","0","0","0","0","0","0","0","0","0","0","194","320","4","520","0","0","4","2"
"109","109","396","123456","87971901","4","0","11","0","0","56","0","75","0","2","220","0","527","0","5","340","0","661","0","5","0","0","0","0","0","0","0","0","0","0","341","664","5","397","3","0","3","3"
"112","112","323","123456","60841783","6","0","7","0","0","53","0","67","0","1","66","0","102","0","1","72","0","107","0","1","0","0","0","0","0","0","0","0","0","0","72","107","1","324","0","0","2","1"
"116","116","69","123456","9507087","12","7","5","2","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","21","9","1","70","0","0","1","0"
"117","117","97","123456","34415381","1","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","7","9","0","98","0","0","1","1"
"118","118","102","123456","940326","0","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","15","14","0","103","0","1","1","1"
"114","114","305","123456","72677105","3","0","3","0","0","25","0","98","0","0","64","0","189","0","0","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","66","190","0","306","0","0","2","2"
"119","119","87","123456","94931080","1","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","25","10","1","88","0","0","1","0"
"115","115","400","123456","58726965","1","0","3","0","0","46","38","21","6","0","190","38","369","6","4","297","38","593","6","5","0","0","0","0","0","0","0","0","0","0","299","598","5","401","0","5","6","7"
"121","121","365","123456","30320560","9","1","14","1","0","159","45","215","11","3","308","64","551","20","5","324","64","576","20","5","0","0","0","0","0","0","0","0","0","0","324","576","5","366","1","0","5","2"
"122","122","369","123456","17183651","2","0","3","0","0","65","0","110","0","1","217","0","482","0","1","327","47","635","16","3","0","0","0","0","0","0","0","0","0","0","327","635","3","370","0","0","11","4"
"120","120","567","123456","42596895","5","0","8","0","0","96","10","122","1","1","140","10","212","1","2","231","10","471","1","3","0","0","0","0","0","0","0","0","0","0","310","643","4","568","0","1","3","2"
"125","125","203","123456","46098640","4","0","5","0","0","26","0","27","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","29","30","0","204","0","0","1","1"
"124","124","233","123456","78808166","12","9","5","1","0","72","36","86","8","0","89","36","109","8","2","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","89","109","2","234","1","0","1","1"
"128","128","98","123456","18018679","2","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","14","15","0","99","1","0","1","0"
"127","127","106","123456","88284603","10","8","5","3","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","54","26","1","107","0","0","1","0"
"123","123","437","123456","72317060","6","0","6","0","0","40","7","40","4","0","78","7","124","4","1","288","7","586","4","4","0","0","0","0","0","0","0","0","0","0","292","587","4","438","3","1","8","4"
"131","131","109","123456","24118895","4","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","14","9","0","110","0","1","1","0"
"132","132","101","123456","55689234","5","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","10","13","0","102","0","0","1","0"
"129","129","261","123456","90855464","7","1","4","1","0","65","51","29","14","1","75","51","36","14","1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","75","37","1","262","0","0","1","0"
"134","134","119","123456","76025943","6","0","5","0","0","19","0","21","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","19","21","1","120","0","0","1","0"
